Date,User,Tweet,clean_tweets
2022-09-04 14:09:57+00:00,stells ˚✧༚ 🌙 🌺🌸🌹,The memories 😭😭😭 I still remembered how some of candy's series had freebies like posters of big time rush or key ch… https://t.co/h2IrNowgds,The memories 😭😭😭 I still remembered candy's series freebies like posters big time rush key ch…
2022-09-04 14:09:35+00:00,PostX Digital,Nokia Cuts Price of Ozo Virtual Reality Camera https://t.co/HTPjpnh6iZ,Nokia Cuts Price Ozo Virtual Reality Camera
2022-09-04 14:07:29+00:00,Nesim 💻,Nokia sağlam diye diye adamlar dayanamadı ve yeni sağlam parçalardan yapılmış son teknoloji akıllı telefon çıkarttı… https://t.co/c7MC93dfMf,Nokia sağlam diye diye adamlar dayanamadı yeni sağlam parçalardan yapılmış son teknoloji akıllı telefon çıkarttı…
2022-09-04 14:06:54+00:00,AKi【NoKiA】🫠,"ソフトバンクが過密日程の11連戦を含めて12勝11敗出来れば賞賛するよ🫠。
むしろ西武の方が怖いです😇。 https://t.co/G3i6yGavO6",ソフトバンクが過密日程の11連戦を含めて12勝11敗出来れば賞賛するよ🫠。 むしろ西武の方が怖いです😇。
2022-09-04 14:06:39+00:00,sweetweet ♡,#boylonely album by Omahlay was a complete Nokia Xpressmusic compilation but I can't seem to hate any track  😢😢😢,#boylonely album Omahlay complete Nokia Xpressmusic compilation I can't seem hate track 😢😢😢
2022-09-04 14:06:25+00:00,Dr.John Masawe ,What is Nokia Circular? Eco-friendly phone subscription service explained https://t.co/GZEAMDLbiM,What Nokia Circular? Eco-friendly phone subscription service explained
2022-09-04 14:06:21+00:00,Muhabarishaji News,What is Nokia Circular? Eco-friendly phone subscription service explained https://t.co/GQzsHFlsfd,What Nokia Circular? Eco-friendly phone subscription service explained
2022-09-04 14:05:35+00:00,Ferhat Abi,@nebilimlan1905 nokia,nokia
2022-09-04 14:05:29+00:00,Android Authority,Nokia’s Circular eco-subscription wrestles with the smartphone waste problem    https://t.co/NveurX2xTC,Nokia’s Circular eco-subscription wrestles smartphone waste problem
2022-09-04 14:05:19+00:00,𝖒𝖊𝖑𝖎𝖍,@kanakemitbeyin krass seid ihr reich oder ist es ein Nokia?,krass seid ihr reich oder ist es ein Nokia?
2022-09-04 14:04:33+00:00,harapanrakyat.com,"HP Nokia Kamera iPhone, Fitur, Spesifikasi dan Harga https://t.co/yB7e6gOMed","HP Nokia Kamera iPhone, Fitur, Spesifikasi dan Harga"
2022-09-04 14:02:32+00:00,yakan,世界を席巻したNOKIAがモルタル冷凍されとる( ꈨຶ ˙̫̮ ꈨຶ )泣 https://t.co/yEL5uag1FQ https://t.co/O6iCva36JO,世界を席巻したNOKIAがモルタル冷凍されとる( ꈨຶ ˙̫̮ ꈨຶ )泣
2022-09-04 14:02:11+00:00,ALLTECH,"IFA 2022: HMD Global lança Nokia X30 e G60, tablet Nokia T21 e serviço de assinatura https://t.co/N2snhMgSua","IFA 2022: HMD Global lança Nokia X30 e G60, tablet Nokia T21 e serviço de assinatura"
2022-09-04 14:02:02+00:00,Laurence Bradford,"What's holding you back? 

💰 Money? Elvis Chidera learned to code on a Nokia phone.
⏰ Time? Josh Kemp learned to co… https://t.co/KTMN83Gvs3",What's holding back? 💰 Money? Elvis Chidera learned code Nokia phone. ⏰ Time? Josh Kemp learned co…
2022-09-04 14:01:41+00:00,DPL Tech,"#Entérate 👉 @Dell, @nokia y @ericsson saldrán de #Rusia a fines de 2022 😱🇷🇺

Aquí te contamos por qué 👇
https://t.co/yWQ1vynR0Z","#Entérate 👉 , saldrán de #Rusia fines de 2022 😱🇷🇺 Aquí te contamos por qué 👇"
2022-09-04 14:01:35+00:00,Commission de la capitale nationale,"@nokia N’oubliez pas que même si les #VélosWeekend de la CCN présentés par @nokia se terminent à 16 h, cela peut pr… https://t.co/LML9Os4xbY","N’oubliez pas que même si les #VélosWeekend de la CCN présentés par se terminent à 16 h, cela peut pr…"
2022-09-04 14:01:02+00:00,National Capital Commission,"@Repairandruninc Remember that while NCC Weekend Bikedays presented by @nokia end at 4 pm, it can take 20-30 minute… https://t.co/mlD2vRteGq","Remember NCC Weekend Bikedays presented end 4 pm, take 20-30 minute…"
2022-09-04 14:00:47+00:00,ohmohm,"HMD Global เปิดตัว Nokia X30 5G,Nokia G60 5G, Nokia C31 และแท็บเล็ต  Nokia T21 ผลิตภัณฑ์ที่เป็นมิตรกับสิ่งแวดล้อม พ… https://t.co/AAA1YufCWL","HMD Global เปิดตัว Nokia X30 5G,Nokia G60 5G, Nokia C31 และแท็บเล็ต Nokia T21 ผลิตภัณฑ์ที่เป็นมิตรกับสิ่งแวดล้อม พ…"
2022-09-04 14:00:08+00:00,MyNokia,"So fresh and so clean. Nokia X30 5G, built to do better. 

For more information, visit: https://t.co/YOz2KWPi1r… https://t.co/6JSQFLoV7g","So fresh clean. Nokia X30 5G, built better. For information, visit:"
2022-09-04 13:58:56+00:00,Serhan,Nokia c6 ile çekilmiş galiba https://t.co/ndB2f55BVL https://t.co/0yNVB2yyMI,Nokia c6 ile çekilmiş galiba
2022-09-04 13:58:35+00:00,ن ا ش,"budak sekarang tangkap gambar ip 13;
dulu tangkap gambar pakainl nokia",budak sekarang tangkap gambar ip 13; dulu tangkap gambar pakainl nokia
2022-09-04 13:58:03+00:00,Anderson Nascimento 🇧🇷,"Smartphone Nokia 5.4 128GB, 4GB RAM, Tela 6,39 Pol. Câm Quádrupla com IA + Lentes Ultra-Wide Azul – NK025… https://t.co/K810KXxJUq","Smartphone Nokia 5.4 128GB, 4GB RAM, Tela 6,39 Pol. Câm Quádrupla com IA + Lentes Ultra-Wide Azul – NK025…"
2022-09-04 13:54:24+00:00,Muad'Dib,"@TazerFaceINC @Gen_reset @mikealfred @GoingParabolic @RemindMe_OfThis Speaking of semantics, in the context of mobi… https://t.co/CGaLUbV6bC","Speaking semantics, context mobi…"
2022-09-04 13:53:59+00:00,moon⁷,"meu nokia morreu de vez glr, é isso👎","meu nokia morreu de vez glr, é isso👎"
2022-09-04 13:53:47+00:00,Alexander Ⓜ,@nokia_telefono @YefersonCossio @Amparo_Grisales @Margaritarosadf @veeduriaba @ospiherrera @Jenifer_fefita… https://t.co/7510SjIdpJ,…
2022-09-04 13:53:34+00:00,Sarah,@notmohatem El DPs te7eshom men telephone Nokia,El DPs te7eshom men telephone Nokia
2022-09-04 13:52:48+00:00,sharath komatireddy,"@flipkartsupport please help me, 19 Aug I received my Nokia 55 inch tv but it not working properly. Please replace… https://t.co/RKRpRMQXIv","please help me, 19 Aug I received Nokia 55 inch tv working properly. Please replace…"
2022-09-04 13:51:52+00:00,Sin Pelos en la Lengua🇪🇨,"@Tochadas_01 2, 3, 5 y 6…Nokia fue de largo mucho mejor que Motorola y Sony nunca me gustó para teléfonos","2, 3, 5 6…Nokia fue de largo mucho mejor que Motorola Sony nunca gustó para teléfonos"
2022-09-04 13:51:47+00:00,Pro Sleepist,@Vallyf3 Someone that was vibrating like a Nokia 3310 for Crosgel photo album wants us to believe a shipper offered… https://t.co/Cv00wdBGDA,Someone vibrating like Nokia 3310 Crosgel photo album wants us believe shipper offered…
2022-09-04 13:49:54+00:00,@フレディ@,@Nokia_sub おめっちょさん(*ꆤ.̫ꆤ*)👍,おめっちょさん(*ꆤ.̫ꆤ*)👍
2022-09-04 13:49:44+00:00,Caro Vil,@Tochadas_01 ¿Dónde está el Nokia 1100?,¿Dónde está el Nokia 1100?
2022-09-04 13:48:42+00:00,Paulitrece,@ChusTiTi Tío porque a todo el mundo os quedan tan guays ese tipo de vídeos y los míos parecen que los ha grabado u… https://t.co/m46ZrdO7by,Tío porque todo el mundo os quedan tan guays ese tipo de vídeos los míos parecen que los ha grabado u…
2022-09-04 13:48:15+00:00,themapledream,"11. Nokia T20
Siapa yang kangen brand satu ini? Mereka juga ngeluarin tablet, lho.
- 10.4 inci, 1200 x 2000 pixels,… https://t.co/YU7WRlZARi","11. Nokia T20 Siapa yang kangen brand satu ini? Mereka juga ngeluarin tablet, lho. - 10.4 inci, 1200 x 2000 pixels,…"
2022-09-04 13:47:38+00:00,Nehal Singh C.,"I’m half Indian 🇮🇳…just saying…
CEO of Google 🇮🇳
CEO of Microsoft 🇮🇳
CEO of Adobe 🇮🇳
CEO of Twitter 🇮🇳
CEO of Maste… https://t.co/gj8YGInBCx",I’m half Indian 🇮🇳…just saying… CEO Google 🇮🇳 CEO Microsoft 🇮🇳 CEO Adobe 🇮🇳 CEO Twitter 🇮🇳 CEO Maste…
2022-09-04 13:46:48+00:00,AKi【NoKiA】🫠,"ソフトバンクは11連戦を6勝5敗くらいで終わるんちゃうの🤔。
山本と宮城を２カード連続でぶつけるのはほぼ確定やし、リリーフとかのやりくりも大変やろ🫠。",ソフトバンクは11連戦を6勝5敗くらいで終わるんちゃうの🤔。 山本と宮城を２カード連続でぶつけるのはほぼ確定やし、リリーフとかのやりくりも大変やろ🫠。
2022-09-04 13:45:43+00:00,TraderJ,"@ivanpuopolo @JariTaponen Lyhyesti: vanhenevan väestön hoivaan. Tehdään lisää veronmaksajia niin talous kasvaa, mut… https://t.co/irBDkZy4Nq","Lyhyesti: vanhenevan väestön hoivaan. Tehdään lisää veronmaksajia niin talous kasvaa, mut…"
2022-09-04 13:45:06+00:00,David,"Do you play android games....? https://t.co/bKZDZrhAWz #puzzle #androidgames #ball #fun #Nougat #Nokia September 04, 2022 at 07:15PM","Do play android games....? #puzzle #androidgames #ball #fun #Nougat #Nokia September 04, 2022 07:15PM"
2022-09-04 13:44:23+00:00,Si Paling TamVan,"@Askrlfess Enggak sekarang doang, dulu ada kok standar henpon circle blackberry. Yg nokia simbian cuma bisa diam di pojokan.","Enggak sekarang doang, dulu ada kok standar henpon circle blackberry. Yg nokia simbian cuma bisa diam di pojokan."
2022-09-04 13:44:10+00:00,Alba Fernández‏,un día más planteándome tener un Nokia 3310 y olvidarme de todo el mundo en rrss,un día más planteándome tener un Nokia 3310 olvidarme de todo el mundo en rrss
2022-09-04 13:43:54+00:00,Belhaj,@zoyyasedheiyar Maaann Nokia took a real life screenshot.,Maaann Nokia took real life screenshot.
2022-09-04 13:42:44+00:00,AKi【NoKiA】🫠,ソフトバンクは変則的移動日があるから、特にコロナのリスクも高め🫠,ソフトバンクは変則的移動日があるから、特にコロナのリスクも高め🫠
2022-09-04 13:42:26+00:00,𝐂𝐚𝐫𝐥 aldova,@enphaty Produk dari Nokia wkwk,Produk dari Nokia wkwk
2022-09-04 13:41:38+00:00,uciila,"ga adaaaaa, bukan apa-apa yee ini mah, masalahnya bapak ane masih make hp nya nokia jadul+mamah ane kaga bisa main… https://t.co/Rm5kvW0cee","ga adaaaaa, bukan apa-apa yee ini mah, masalahnya bapak ane masih make hp nya nokia jadul+mamah ane kaga bisa main…"
2022-09-04 13:41:19+00:00,rocksociety by addy,ดูข้อเสนอ! NOKIA GRAND SALE  ??: https://t.co/gxpMYr3aC1 https://t.co/n4HpmvxHK8,ดูข้อเสนอ! NOKIA GRAND SALE ??:
2022-09-04 13:40:40+00:00,Koushik Singh Chowdhury - कौशिक,@diHasxhkUKN40W3 @NokiamobileIN Yes right nokia just joking with us,Yes right nokia joking us
